00:04:23.982,,,,,,,,,,,,,,
00:04:23.866,,,,,,,,,,,,,,
00:04:23.751,,,,,,,,,,,,,,
00:04:23.636,,,,,,,,,,,,,,
00:04:23.520,,,,,,,,,,,,,,
00:04:23.405,,,,,,,,,,,,,,
00:04:23.289,,,,,,,,,,,,,,
00:04:23.174,,,,,,,,,,,,,,
00:04:23.059,,,,,,,,,,,,,,
00:04:22.943,,,,,,,,,,,,,,
00:04:22.828,,,,,,,,,,,,,,
00:04:22.712,,,,,,,,,,,,,,
00:04:22.597,,,,,,,,,,,,,,
00:04:22.482,,,,,,,,,,,,,,
00:04:22.366,,,,,,,,,,,,,,
00:04:22.251,,,,,,,,,,,,,,
00:04:22.136,,,,,,,,,,,,,,
00:04:22.020,,,,,,,,,,,,,,
00:04:21.905,,,,,,,w,w,w,w,,,,
00:04:21.789,,,,,,,,,,,,,,
00:04:21.674,,,,,,,,,,,,,,
00:04:21.559,,,,,,,,,,,,,,
00:04:21.443,,,,,,,,,,,,,,
00:04:21.328,,,,,,,,,,,,,,
00:04:21.212,,,,,,,,,,,,,,
00:04:21.097,,,,,,,,,,,,,,
00:04:20.982,,,,,,,,,,,,,,
00:04:20.866,,,,,,,,,,,,,,
00:04:20.751,,,,,,,,,,,,,,
00:04:20.636,,,,,,,,,,,,,,
00:04:20.520,,,,,,,,,,,,,,
00:04:20.405,,,,,,,,,,,,,,
00:04:20.289,,,,,,,,,,,,,,
00:04:20.174,,,,,,,,,,,,,,
00:04:20.059,,,,,,,e,e,,,,,,
00:04:19.943,,,,,,,,,,,,,,
00:04:19.828,,,,,,,,,,,,,,
00:04:19.712,,,,,,,,,,,,,,
00:04:19.597,,,,,,,,,,,,,,
00:04:19.482,,,,,,,,,,,,,,
00:04:19.366,,,,,,,,,,,,,,
00:04:19.251,,,,,,,,,,,,,,
00:04:19.136,,,,,,,,,,,,,,
00:04:19.020,,,,,,,,,,,,,,
00:04:18.905,,,,,,,,,,,,,,
00:04:18.789,,,,,,,,,,,,,,
00:04:18.674,,,,,,,,,,,,,,
00:04:18.559,,,,,,,,,,,,,,
00:04:18.443,,,,,,,,,,,,,,
00:04:18.328,,,,,,,,,,,,,,
00:04:18.212,,,,,,@1,,,,,,,,
00:04:18.097,,,,,,,,,,,,,,
00:04:17.982,,,,,,,,,,,,,,
00:04:17.866,,,,,,,,,,,,,,
00:04:17.751,,,,,>1,^1,,,,,,,,
00:04:17.636,,,,,,,,,,,,,,
00:04:17.520,,,,,,,,,,,,,,
00:04:17.405,,,,,,,,,,,,,,
00:04:17.289,,,,,,,,,,,,,,
00:04:17.174,,,,>1,^1,,,,,,,,,
00:04:17.059,,,,,,,,,,,,,,
00:04:16.943,,,,,,,,,,,,,,
00:04:16.828,,,,,,,,,,,,,,
00:04:16.712,,,,,,,,,,,,,,
00:04:16.597,,,,,,,,,,,,,,
00:04:16.482,,,,^1,<1,,,,,,,,,
00:04:16.366,,,,,,,,,e,,,,,
00:04:16.251,,,,,,,,,,,,,,
00:04:16.136,,,,,,,,,,,,,,
00:04:16.020,,,,,,,,,,,,,,
00:04:15.905,,,,,$^1,,,,,,,,,
00:04:15.789,,,,,,,,,,,,,,
00:04:15.674,,,,,,@1,,,,,,,,
00:04:15.559,,,,,,,,,,,,,,
00:04:15.443,,,,,,$^1,,,,,,,,
00:04:15.328,,,,,,,,,,,,,,
00:04:15.212,,,,,@1,,,,,,,,,
00:04:15.097,,,,,,,,,,,,,,
00:04:14.982,,,,,,,,,,,,,,
00:04:14.866,,,,,,,,,,,,,,
00:04:14.751,,,,,^1,<1,,,,,,,,
00:04:14.636,,,,,,,,,,,,,,
00:04:14.520,,,,,,,,,,,,,,
00:04:14.405,,,,,,,,,,,,,,
00:04:14.289,,,,,,$^1,,,,,,,,
00:04:14.174,,,,,,,,,,,,,,
00:04:14.059,,,,,@1,,,,,,,,,
00:04:13.943,,,,,,,,,,,,,,
00:04:13.828,,,,,,,,,,,,,,
00:04:13.712,,,,,,,,,,,,,,
00:04:13.597,,,,,^1,<1,,,,,,,,e
00:04:13.482,,,,,,,,,,,,,,
00:04:13.366,,,,,,,,,,,,,,
00:04:13.251,,,,,,,,,,,,,,
00:04:13.136,,,,,,,,,,,,,,
00:04:13.020,,,,,>1,^1,,,,,,,,
00:04:12.905,,,,,,,,,,,,,,
00:04:12.789,,,,,,,,,,,,,,
00:04:12.674,,,,,,,,,,,,,,
00:04:12.559,,,,,,,,,,,,,,
00:04:12.443,,,,,$^1,,,,s,,,,,
00:04:12.328,,,,,,,,,,,,,,
00:04:12.212,,,,,,,,,,,,,,
00:04:12.097,,,,,,,,,,,,,,
00:04:11.983,,@3,,,,,,,,,,,,
00:04:11.868,,,,,,,,,,,,,,
00:04:11.754,,$^3,,,,,,,,,,,,
00:04:11.641,,,,,,,,,,,,,,
00:04:11.527,,,,,,,,,,,,,,
00:04:11.414,,,,,,,,,,,,,,
00:04:11.300,r3,,,,,,,,,,,,,
00:04:11.186,,,,,,,,,,,,,,
00:04:11.072,,,,,,,,,,,,,,
00:04:10.957,,,,,,,,,,,,,,
00:04:10.842,,l3,,,,,,,,,,,,s
00:04:10.726,,,,,,,,,,,,,,
00:04:10.611,,,,,,@1,,,,,,,,
00:04:10.496,,,,,,,,,,,,,,
00:04:10.380,,,,,,,,,,,,,,
00:04:10.265,,,,,,,,,,,,,,
00:04:10.150,,,,,,,,,,,,,,
00:04:10.034,,,,,,,,,,,,,,
00:04:09.919,,,,,,,,,,,,,,
00:04:09.803,,,,,>1,^1,,,,,,,,
00:04:09.688,,,,,,,,,,,,,,
00:04:09.573,,,,,,,,,,,,,,
00:04:09.457,,,,,,,,,,,,,,
00:04:09.342,,,,,,,,,,,,,,
00:04:09.226,,,,,,,,,,,,,,
00:04:09.111,,,,,^1,<1,,,,,,,,
00:04:08.996,,,,,,,,,e,,,,,
00:04:08.880,,,,,,,,,,,,,,
00:04:08.765,,,,,,,,,,,,,,
00:04:08.650,,,,,,,,,,,,,,
00:04:08.534,,,,,,$^1,,,,,,,,
00:04:08.419,,,,,,,,,,,,,,
00:04:08.303,,,,,@1,,,,,,,,,
00:04:08.188,,,,,,,,,,,,,,
00:04:08.073,,,,,$^1,,,,,,,,,
00:04:07.957,,,,,,,,,,,,,,
